Date/Time,LV ActivePower (kW),Wind Speed (m/s),Theoretical_Power_Curve (KWh),Wind Direction (°),Time,Temperature(°C),Precipitation(mm),Cloudcover(%),Pressure(hPa),Wind Speed(km / h),Dewpoint(°C)
09 03 2018 16:50,0.0,0.968348681926727,0.0,316.663391113281,09 03 2018 16:50,17.9,0.0,14,915.7,6.4,17.0
09 03 2018 17:00,0.0,1.15091705322265,0.0,335.505798339843,09 03 2018 17:00,17.4,0.0,21,915.4,5.0,16.9
09 03 2018 17:10,0.0,1.79235196113586,0.0,353.581909179687,09 03 2018 17:10,17.4,0.0,21,915.4,5.0,16.9
09 03 2018 17:20,0.0,1.96621704101562,0.0,355.906707763671,09 03 2018 17:20,17.4,0.0,21,915.4,5.0,16.9
09 03 2018 17:30,0.0,2.4518539905548,0.0,1.98674404621124,09 03 2018 17:30,17.4,0.0,21,915.4,5.0,16.9
09 03 2018 17:40,0.0,2.02392601966857,0.0,345.240692138671,09 03 2018 17:40,17.4,0.0,21,915.4,5.0,16.9
09 03 2018 17:50,0.0,1.70975196361541,0.0,305.154602050781,09 03 2018 17:50,17.4,0.0,21,915.4,5.0,16.9
09 03 2018 18:00,0.0,2.77427697181701,0.0,300.51220703125,09 03 2018 18:00,16.8,0.0,24,914.8,4.7,16.5
09 03 2018 18:10,0.0,3.60771894454956,64.9927914707405,323.056884765625,09 03 2018 18:10,16.8,0.0,24,914.8,4.7,16.5
09 03 2018 18:20,0.0,3.5369369983673,56.2460911650096,329.665496826171,09 03 2018 18:20,16.8,0.0,24,914.8,4.7,16.5
09 03 2018 18:30,0.0,4.11396121978759,144.452335246241,327.840087890625,09 03 2018 18:30,16.8,0.0,24,914.8,4.7,16.5
09 03 2018 18:40,0.0,4.49605083465576,221.164262733358,323.241485595703,09 03 2018 18:40,16.8,0.0,24,914.8,4.7,16.5
09 03 2018 18:50,180.718994140625,4.72388315200805,270.951778880272,315.061096191406,09 03 2018 18:50,16.8,0.0,24,914.8,4.7,16.5
09 03 2018 19:00,98.559226989746,4.06432676315307,135.035747018237,319.180511474609,09 03 2018 19:00,16.1,0.0,77,914.5,6.2,16.1
09 03 2018 19:10,178.474899291992,4.47564601898193,216.862502069529,316.979187011718,09 03 2018 19:10,16.1,0.0,77,914.5,6.2,16.1
09 03 2018 19:20,242.544006347656,4.7817587852478,284.139486942688,315.947814941406,09 03 2018 19:20,16.1,0.0,77,914.5,6.2,16.1
09 03 2018 19:30,190.844406127929,4.5578269958496,234.341072014828,315.817810058593,09 03 2018 19:30,16.1,0.0,77,914.5,6.2,16.1
09 03 2018 19:40,251.826293945312,4.86287784576416,303.013997352369,315.899291992187,09 03 2018 19:40,16.1,0.0,77,914.5,6.2,16.1
09 03 2018 19:50,314.909912109375,5.11944913864135,365.895576860453,315.095611572265,09 03 2018 19:50,16.1,0.0,77,914.5,6.2,16.1
09 03 2018 20:00,218.94580078125,4.8138461112976,291.550215642489,317.841094970703,09 03 2018 20:00,17.2,0.0,86,914.5,3.1,17.0
09 03 2018 20:10,106.437103271484,4.19305419921875,159.70191514351,315.102996826171,09 03 2018 20:10,17.2,0.0,86,914.5,3.1,17.0
09 03 2018 20:20,72.0395431518554,3.92343091964721,113.767762497551,315.245910644531,09 03 2018 20:20,17.2,0.0,86,914.5,3.1,17.0
09 03 2018 20:30,10.1999502182006,3.15393996238708,22.8218797579657,313.867797851562,09 03 2018 20:30,17.2,0.0,86,914.5,3.1,17.0
09 03 2018 20:40,0.0,3.49018001556396,50.90787631071,325.769805908203,09 03 2018 20:40,17.2,0.0,86,914.5,3.1,17.0
09 03 2018 20:50,0.0,3.14705491065979,22.435768881046,325.415008544921,09 03 2018 20:50,17.2,0.0,86,914.5,3.1,17.0
09 03 2018 21:00,0.0,3.15751600265502,23.0254153723545,328.325103759765,09 03 2018 21:00,16.8,0.0,90,914.2,0.8,16.8
09 03 2018 21:10,0.0,3.60819888114929,65.0548345192774,337.446014404296,09 03 2018 21:10,16.8,0.0,90,914.2,0.8,16.8
09 03 2018 21:20,0.0,3.22831296920776,27.4761599673257,340.338592529296,09 03 2018 21:20,16.8,0.0,90,914.2,0.8,16.8
09 03 2018 21:30,0.0,2.39933109283447,0.0,341.599487304687,09 03 2018 21:30,16.8,0.0,90,914.2,0.8,16.8
09 03 2018 21:40,0.0,3.00161099433898,16.0517594430685,351.738311767578,09 03 2018 21:40,16.8,0.0,90,914.2,0.8,16.8
09 03 2018 21:50,0.0,3.69035410881042,76.2184351260485,356.569396972656,09 03 2018 21:50,16.8,0.0,90,914.2,0.8,16.8
09 03 2018 22:00,0.0,3.37670707702636,39.4072842153837,356.189300537109,09 03 2018 22:00,16.6,0.0,90,914.0,1.0,16.5
09 03 2018 22:10,0.0,3.40604400634765,42.1831470103934,351.380615234375,09 03 2018 22:10,16.6,0.0,90,914.0,1.0,16.5
09 03 2018 22:20,0.0,3.36720609664916,38.537820486079,349.279998779296,09 03 2018 22:20,16.6,0.0,90,914.0,1.0,16.5
09 03 2018 22:30,0.0,3.69925808906555,77.4932088599862,350.784301757812,09 03 2018 22:30,16.6,0.0,90,914.0,1.0,16.5
09 03 2018 22:40,0.0,3.9335069656372,115.587043291845,355.955688476562,09 03 2018 22:40,16.6,0.0,90,914.0,1.0,16.5
09 03 2018 22:50,0.0,3.53968095779418,56.5702335458664,352.608489990234,09 03 2018 22:50,16.6,0.0,90,914.0,1.0,16.5
09 03 2018 23:00,0.0,3.83078694343566,97.8017378205959,350.594207763671,09 03 2018 23:00,16.6,0.0,90,914.3,2.7,16.5
09 03 2018 23:10,0.0,3.70029091835021,77.6418990131106,348.144714355468,09 03 2018 23:10,16.6,0.0,90,914.3,2.7,16.5
09 03 2018 23:20,0.0,3.70631909370422,78.5131439690276,348.062103271484,09 03 2018 23:20,16.6,0.0,90,914.3,2.7,16.5
09 03 2018 23:30,0.0,3.74321293830871,83.9720517594369,350.89990234375,09 03 2018 23:30,16.6,0.0,90,914.3,2.7,16.5
09 03 2018 23:40,0.0,4.41114997863769,203.426245508905,355.35791015625,09 03 2018 23:40,16.6,0.0,90,914.3,2.7,16.5
09 03 2018 23:50,17.0821304321289,4.28938102722167,178.699778151809,358.10791015625,09 03 2018 23:50,16.6,0.0,90,914.3,2.7,16.5
10 03 2018 00:00,84.5382080078125,4.04522609710693,131.442440729448,359.439086914062,10 03 2018 00:00,11.5,0.0,23,921.0,1.8,9.3
10 03 2018 00:10,69.338623046875,3.9293999671936,114.843542871753,4.70218706130981,10 03 2018 00:10,11.5,0.0,23,921.0,1.8,9.3
10 03 2018 00:20,34.5982704162597,3.61071991920471,65.3813429916236,8.12282943725585,10 03 2018 00:20,11.5,0.0,23,921.0,1.8,9.3
10 03 2018 00:30,6.23667097091674,3.18971300125122,24.9500978675387,15.0102100372314,10 03 2018 00:30,11.5,0.0,23,921.0,1.8,9.3
10 03 2018 00:40,0.0,2.97592592239379,0.0,28.7007999420166,10 03 2018 00:40,11.5,0.0,23,921.0,1.8,9.3
10 03 2018 00:50,0.0,2.86042499542236,0.0,31.9297790527343,10 03 2018 00:50,11.5,0.0,23,921.0,1.8,9.3
10 03 2018 01:00,0.0,2.79427409172058,0.0,33.7686805725097,10 03 2018 01:00,13.7,0.0,10,922.0,1.1,10.6
10 03 2018 01:10,0.0,2.85066604614257,0.0,40.3523902893066,10 03 2018 01:10,13.7,0.0,10,922.0,1.1,10.6
10 03 2018 01:20,0.0,2.68515491485595,0.0,40.9623184204101,10 03 2018 01:20,13.7,0.0,10,922.0,1.1,10.6
10 03 2018 01:30,0.0,2.88460993766784,0.0,39.2360191345214,10 03 2018 01:30,13.7,0.0,10,922.0,1.1,10.6
10 03 2018 01:40,0.0,2.82889199256896,0.0,38.3362197875976,10 03 2018 01:40,13.7,0.0,10,922.0,1.1,10.6
10 03 2018 01:50,0.0,2.91361904144287,0.0,45.1829109191894,10 03 2018 01:50,13.7,0.0,10,922.0,1.1,10.6
10 03 2018 02:00,0.0,3.25867891311645,29.6309076270154,44.8777809143066,10 03 2018 02:00,16.2,0.0,4,922.9,2.5,11.4
10 03 2018 02:10,0.0,3.33108210563659,35.3638562341921,43.2111892700195,10 03 2018 02:10,16.2,0.0,4,922.9,2.5,11.4
10 03 2018 02:20,0.0,3.4658830165863,48.272015342246,39.6053390502929,10 03 2018 02:20,16.2,0.0,4,922.9,2.5,11.4
10 03 2018 02:30,0.0,3.70510601997375,78.3373525914185,38.3437995910644,10 03 2018 02:30,16.2,0.0,4,922.9,2.5,11.4
10 03 2018 02:40,0.0,4.1850790977478,158.150303445468,39.6166381835937,10 03 2018 02:40,16.2,0.0,4,922.9,2.5,11.4
10 03 2018 02:50,0.0,4.19246816635131,159.587789911969,44.2082595825195,10 03 2018 02:50,16.2,0.0,4,922.9,2.5,11.4
10 03 2018 03:00,0.0,3.9529640674591,119.146091268148,45.8547897338867,10 03 2018 03:00,17.4,0.0,7,923.6,0.4,11.0
10 03 2018 03:10,0.0,3.685791015625,75.5700578689575,47.5732994079589,10 03 2018 03:10,17.4,0.0,7,923.6,0.4,11.0
10 03 2018 03:20,0.0,3.62988400459289,67.8965968863313,53.1208000183105,10 03 2018 03:20,17.4,0.0,7,923.6,0.4,11.0
10 03 2018 03:30,0.0,3.53396701812744,55.896606695911,51.37255859375,10 03 2018 03:30,17.4,0.0,7,923.6,0.4,11.0
10 03 2018 03:40,0.0,3.30946898460388,33.5646917018648,49.1307983398437,10 03 2018 03:40,17.4,0.0,7,923.6,0.4,11.0
10 03 2018 03:50,0.0,3.88989210128784,107.82918339597,57.9145698547363,10 03 2018 03:50,17.4,0.0,7,923.6,0.4,11.0
10 03 2018 04:00,0.0,3.43738102912902,45.3003661034863,57.6742286682128,10 03 2018 04:00,17.6,0.1,29,923.6,3.9,11.8
10 03 2018 04:10,0.0,3.75105309486389,85.1601591400149,60.1342315673828,10 03 2018 04:10,17.6,0.1,29,923.6,3.9,11.8
10 03 2018 04:20,0.0,3.67835998535156,74.5213011093437,59.7455787658691,10 03 2018 04:20,17.6,0.1,29,923.6,3.9,11.8
10 03 2018 04:30,0.0,3.5128059387207,53.4473845020402,65.0687179565429,10 03 2018 04:30,17.6,0.1,29,923.6,3.9,11.8
10 03 2018 04:40,0.0,3.14946293830871,22.5699476201089,68.5189208984375,10 03 2018 04:40,17.6,0.1,29,923.6,3.9,11.8
10 03 2018 04:50,0.0,3.0840299129486,19.2538393159675,74.74365234375,10 03 2018 04:50,17.6,0.1,29,923.6,3.9,11.8
10 03 2018 05:00,0.0,3.29471397399902,32.3793532855925,69.5714035034179,10 03 2018 05:00,17.5,0.6,46,923.6,6.4,12.4
10 03 2018 05:10,0.0,3.78141498565673,89.8540299257293,63.362190246582,10 03 2018 05:10,17.5,0.6,46,923.6,6.4,12.4
10 03 2018 05:20,0.0,3.28379607200622,31.5246911430922,63.5157394409179,10 03 2018 05:20,17.5,0.6,46,923.6,6.4,12.4
10 03 2018 05:30,0.0,3.22381591796875,27.1695945858955,112.422203063964,10 03 2018 05:30,17.5,0.6,46,923.6,6.4,12.4
10 03 2018 05:40,0.0,3.28321290016174,31.4795765506178,115.878700256347,10 03 2018 05:40,17.5,0.6,46,923.6,6.4,12.4
10 03 2018 05:50,0.0,3.2014410495758,25.692393302762,89.1115417480468,10 03 2018 05:50,17.5,0.6,46,923.6,6.4,12.4
10 03 2018 06:00,0.0,2.98427391052246,0.0,86.089256286621,10 03 2018 06:00,17.2,0.2,42,923.4,7.4,13.2
10 03 2018 06:10,0.0,2.78956604003906,0.0,92.5442504882812,10 03 2018 06:10,17.2,0.2,42,923.4,7.4,13.2
10 03 2018 06:20,0.0,1.61995697021484,0.0,5.84955406188964,10 03 2018 06:20,17.2,0.2,42,923.4,7.4,13.2
10 03 2018 06:30,0.0,0.898658275604248,0.0,54.8503913879394,10 03 2018 06:30,17.2,0.2,42,923.4,7.4,13.2
10 03 2018 06:40,0.0,0.862440109252929,0.0,67.6722030639648,10 03 2018 06:40,17.2,0.2,42,923.4,7.4,13.2
10 03 2018 06:50,0.0,1.6182290315628,0.0,75.7114868164062,10 03 2018 06:50,17.2,0.2,42,923.4,7.4,13.2
10 03 2018 07:00,0.0,2.35950493812561,0.0,0.0,10 03 2018 07:00,17.6,0.1,45,923.0,6.9,12.9
10 03 2018 07:20,0.0,2.99103093147277,0.0,0.0,10 03 2018 07:20,17.6,0.1,45,923.0,6.9,12.9
10 03 2018 07:30,0.0,3.05802989006042,18.1263539331676,0.0,10 03 2018 07:30,17.6,0.1,45,923.0,6.9,12.9
10 03 2018 07:40,0.0,3.23091506958007,27.6550237752962,93.1232986450195,10 03 2018 07:40,17.6,0.1,45,923.0,6.9,12.9
10 03 2018 07:50,0.0,2.13206601142883,0.0,84.6790313720703,10 03 2018 07:50,17.6,0.1,45,923.0,6.9,12.9
10 03 2018 08:00,0.0,2.45901703834533,0.0,85.2579269409179,10 03 2018 08:00,17.5,0.0,51,922.9,8.1,12.5
10 03 2018 08:10,0.0,3.23017191886901,27.6038303826763,80.0056762695312,10 03 2018 08:10,17.5,0.0,51,922.9,8.1,12.5
10 03 2018 08:20,0.0,3.17833399772644,24.2509291068536,88.2649307250976,10 03 2018 08:20,17.5,0.0,51,922.9,8.1,12.5
10 03 2018 08:30,0.0,3.03180599212646,17.0987214388588,82.5820922851562,10 03 2018 08:30,17.5,0.0,51,922.9,8.1,12.5
10 03 2018 08:40,0.0,2.83265089988708,0.0,79.631362915039,10 03 2018 08:40,17.5,0.0,51,922.9,8.1,12.5
10 03 2018 08:50,0.0,2.55343103408813,0.0,69.921401977539,10 03 2018 08:50,17.5,0.0,51,922.9,8.1,12.5
10 03 2018 09:00,0.0,2.77711200714111,0.0,66.853759765625,10 03 2018 09:00,16.7,0.0,78,922.5,8.5,12.6
10 03 2018 09:10,0.0,2.91039299964904,0.0,52.9204292297363,10 03 2018 09:10,16.7,0.0,78,922.5,8.5,12.6
10 03 2018 09:20,0.0,2.03613305091857,0.0,34.075340270996,10 03 2018 09:20,16.7,0.0,78,922.5,8.5,12.6
10 03 2018 09:30,0.0,2.14957499504089,0.0,43.2151908874511,10 03 2018 09:30,16.7,0.0,78,922.5,8.5,12.6
10 03 2018 09:40,0.0,2.08998298645019,0.0,64.8294982910156,10 03 2018 09:40,16.7,0.0,78,922.5,8.5,12.6
10 03 2018 09:50,0.0,2.08115196228027,0.0,58.4278411865234,10 03 2018 09:50,16.7,0.0,78,922.5,8.5,12.6
10 03 2018 10:00,0.0,2.20927691459655,0.0,58.4220809936523,10 03 2018 10:00,16.0,0.0,63,922.3,7.0,12.6
10 03 2018 10:10,0.0,2.25242710113525,0.0,56.9922218322753,10 03 2018 10:10,16.0,0.0,63,922.3,7.0,12.6
10 03 2018 10:20,0.0,2.69405508041381,0.0,46.8117218017578,10 03 2018 10:20,16.0,0.0,63,922.3,7.0,12.6
10 03 2018 10:30,0.0,1.87473094463348,0.0,23.7837696075439,10 03 2018 10:30,16.0,0.0,63,922.3,7.0,12.6
10 03 2018 10:40,0.0,2.04723906517028,0.0,67.02587890625,10 03 2018 10:40,16.0,0.0,63,922.3,7.0,12.6
10 03 2018 10:50,0.0,2.15133309364318,0.0,60.3742599487304,10 03 2018 10:50,16.0,0.0,63,922.3,7.0,12.6
10 03 2018 11:00,0.0,2.20831394195556,0.0,30.828779220581,10 03 2018 11:00,15.3,0.0,49,922.1,4.9,12.7
10 03 2018 11:10,0.0,2.58833503723144,0.0,26.7503509521484,10 03 2018 11:10,15.3,0.0,49,922.1,4.9,12.7
10 03 2018 11:20,0.0,2.20027709007263,0.0,29.4158992767333,10 03 2018 11:20,15.3,0.0,49,922.1,4.9,12.7
10 03 2018 11:30,0.0,2.21900796890258,0.0,45.0933189392089,10 03 2018 11:30,15.3,0.0,49,922.1,4.9,12.7
10 03 2018 11:40,0.0,1.54174494743347,0.0,77.0059967041015,10 03 2018 11:40,15.3,0.0,49,922.1,4.9,12.7
10 03 2018 11:50,0.0,1.25809800624847,0.0,82.6969604492187,10 03 2018 11:50,15.3,0.0,49,922.1,4.9,12.7
10 03 2018 12:00,0.0,1.81569194793701,0.0,104.889297485351,10 03 2018 12:00,14.0,0.0,21,921.7,2.6,12.7
10 03 2018 12:10,0.0,1.87232398986816,0.0,51.0658416748046,10 03 2018 12:10,14.0,0.0,21,921.7,2.6,12.7
10 03 2018 12:20,0.0,1.35114204883575,0.0,54.6506805419921,10 03 2018 12:20,14.0,0.0,21,921.7,2.6,12.7
10 03 2018 12:30,0.0,2.13171100616455,0.0,41.3521118164062,10 03 2018 12:30,14.0,0.0,21,921.7,2.6,12.7
10 03 2018 12:40,0.0,1.84794497489929,0.0,47.3169403076171,10 03 2018 12:40,14.0,0.0,21,921.7,2.6,12.7
10 03 2018 12:50,0.0,0.947931706905364,0.0,126.132400512695,10 03 2018 12:50,14.0,0.0,21,921.7,2.6,12.7
10 03 2018 13:00,0.0,1.05623400211334,0.0,91.6952362060546,10 03 2018 13:00,13.3,0.0,8,921.9,0.5,11.8
10 03 2018 13:10,0.0,1.98038697242736,0.0,38.3724288940429,10 03 2018 13:10,13.3,0.0,8,921.9,0.5,11.8
10 03 2018 13:20,0.0,1.83963501453399,0.0,31.5051307678222,10 03 2018 13:20,13.3,0.0,8,921.9,0.5,11.8
10 03 2018 13:30,0.0,1.2854219675064,0.0,22.5742301940917,10 03 2018 13:30,13.3,0.0,8,921.9,0.5,11.8
10 03 2018 13:40,0.0,2.19802808761596,0.0,33.9022483825683,10 03 2018 13:40,13.3,0.0,8,921.9,0.5,11.8
10 03 2018 13:50,0.0,2.21067404747009,0.0,45.7098388671875,10 03 2018 13:50,13.3,0.0,8,921.9,0.5,11.8
10 03 2018 14:00,0.0,1.1349469423294,0.0,67.9725723266601,10 03 2018 14:00,13.3,0.0,3,922.4,1.5,11.5
10 03 2018 14:10,0.0,2.01776003837585,0.0,209.473999023437,10 03 2018 14:10,13.3,0.0,3,922.4,1.5,11.5
10 03 2018 14:20,0.0,0.902770578861236,0.0,224.95230102539,10 03 2018 14:20,13.3,0.0,3,922.4,1.5,11.5
10 03 2018 14:30,0.0,2.20113205909729,0.0,246.158401489257,10 03 2018 14:30,13.3,0.0,3,922.4,1.5,11.5
10 03 2018 14:40,0.0,3.08389091491699,19.2475241257926,220.724700927734,10 03 2018 14:40,13.3,0.0,3,922.4,1.5,11.5
10 03 2018 14:50,0.0,2.12526607513427,0.0,236.549697875976,10 03 2018 14:50,13.3,0.0,3,922.4,1.5,11.5
10 03 2018 15:00,0.0,2.87946391105651,0.0,224.870498657226,10 03 2018 15:00,12.5,0.0,9,922.6,1.8,11.1
10 03 2018 15:10,0.0,2.62613010406494,0.0,228.572402954101,10 03 2018 15:10,12.5,0.0,9,922.6,1.8,11.1
10 03 2018 15:20,0.0,2.66161608695983,0.0,229.007904052734,10 03 2018 15:20,12.5,0.0,9,922.6,1.8,11.1
10 03 2018 15:30,0.0,3.60273599624633,64.350806373568,219.838500976562,10 03 2018 15:30,12.5,0.0,9,922.6,1.8,11.1
10 03 2018 15:40,0.0,4.39177083969116,199.435894468204,214.886306762695,10 03 2018 15:40,12.5,0.0,9,922.6,1.8,11.1
10 03 2018 15:50,143.88279724121,4.83906984329223,297.42633802363,218.396102905273,10 03 2018 15:50,12.5,0.0,9,922.6,1.8,11.1
10 03 2018 16:00,271.983001708984,5.16375017166137,377.269957493238,216.16909790039,10 03 2018 16:00,11.8,0.0,9,922.5,2.6,10.7
10 03 2018 16:10,277.314300537109,5.04204082489013,346.395195019624,221.683303833007,10 03 2018 16:10,11.8,0.0,9,922.5,2.6,10.7
10 03 2018 16:20,345.934692382812,5.41968393325805,446.189529064937,219.628005981445,10 03 2018 16:20,11.8,0.0,9,922.5,2.6,10.7
10 03 2018 16:30,344.422790527343,5.47837209701538,462.799712576772,215.188095092773,10 03 2018 16:30,11.8,0.0,9,922.5,2.6,10.7
10 03 2018 16:40,305.590911865234,5.27840423583984,407.454771384234,218.014099121093,10 03 2018 16:40,11.8,0.0,9,922.5,2.6,10.7
10 03 2018 16:50,323.023498535156,5.30497980117797,414.608866206244,221.647994995117,10 03 2018 16:50,11.8,0.0,9,922.5,2.6,10.7
10 03 2018 17:00,303.255889892578,5.1219048500061,366.521958771432,227.679000854492,10 03 2018 17:00,12.2,0.0,20,922.4,1.8,10.9
10 03 2018 17:10,299.647399902343,5.15833902359008,375.872141754569,231.662200927734,10 03 2018 17:10,12.2,0.0,20,922.4,1.8,10.9
10 03 2018 17:20,277.727508544921,5.03759622573852,345.289741130064,231.317199707031,10 03 2018 17:20,12.2,0.0,20,922.4,1.8,10.9
10 03 2018 17:30,196.61050415039,4.62221479415893,248.326276966832,229.797393798828,10 03 2018 17:30,12.2,0.0,20,922.4,1.8,10.9
10 03 2018 17:40,329.390686035156,5.36777400970458,431.754681801911,227.871307373046,10 03 2018 17:40,12.2,0.0,20,922.4,1.8,10.9
10 03 2018 17:50,436.36441040039,5.85195302963256,576.176193026461,225.26480102539,10 03 2018 17:50,12.2,0.0,20,922.4,1.8,10.9
10 03 2018 18:00,639.737915039062,6.47447490692138,796.042564773914,223.204406738281,10 03 2018 18:00,11.0,0.0,11,922.2,2.9,10.2
10 03 2018 18:10,758.195190429687,6.85452222824096,951.822311444645,224.109893798828,10 03 2018 18:10,11.0,0.0,11,922.2,2.9,10.2
10 03 2018 18:20,754.190979003906,6.76500415802001,913.620001226805,226.203399658203,10 03 2018 18:20,11.0,0.0,11,922.2,2.9,10.2
10 03 2018 18:30,689.523071289062,6.57116317749023,834.109538327095,229.167694091796,10 03 2018 18:30,11.0,0.0,11,922.2,2.9,10.2
10 03 2018 18:40,784.583374023437,6.87566184997558,960.984454587258,227.011199951171,10 03 2018 18:40,11.0,0.0,11,922.2,2.9,10.2
10 03 2018 18:50,686.011413574218,6.6015281677246,846.280646762948,227.719894409179,10 03 2018 18:50,11.0,0.0,11,922.2,2.9,10.2
10 03 2018 19:00,571.884887695312,6.14736080169677,674.838477315522,227.996795654296,10 03 2018 19:00,11.0,0.0,16,922.3,3.6,10.2
10 03 2018 19:10,459.502288818359,5.70315599441528,529.384636747796,231.804092407226,10 03 2018 19:10,11.0,0.0,16,922.3,3.6,10.2
10 03 2018 19:20,429.733093261718,5.62817287445068,506.638060422524,231.693206787109,10 03 2018 19:20,11.0,0.0,16,922.3,3.6,10.2
10 03 2018 19:30,339.592010498046,5.1414189338684,371.51661183059,236.601898193359,10 03 2018 19:30,11.0,0.0,16,922.3,3.6,10.2
10 03 2018 19:40,376.167694091796,5.41181087493896,443.984836360406,231.935104370117,10 03 2018 19:40,11.0,0.0,16,922.3,3.6,10.2
10 03 2018 19:50,506.09878540039,5.91521501541137,596.756461535668,231.75439453125,10 03 2018 19:50,11.0,0.0,16,922.3,3.6,10.2
10 03 2018 20:00,627.279296875,6.30438518524169,731.575594691998,230.060806274414,10 03 2018 20:00,11.9,0.0,14,922.9,7.1,10.9
10 03 2018 20:10,775.637878417968,6.71376800537109,892.181743463073,227.945602416992,10 03 2018 20:10,11.9,0.0,14,922.9,7.1,10.9
10 03 2018 20:20,1013.67602539062,7.4189748764038,1216.34393014469,219.85789489746,10 03 2018 20:20,11.9,0.0,14,922.9,7.1,10.9
10 03 2018 20:30,1148.61096191406,7.66996717453002,1347.04743917014,220.621505737304,10 03 2018 20:30,11.9,0.0,14,922.9,7.1,10.9
10 03 2018 20:40,1378.11499023437,8.21302986145019,1654.24717160482,220.655899047851,10 03 2018 20:40,11.9,0.0,14,922.9,7.1,10.9
10 03 2018 20:50,1639.38403320312,8.76180362701416,1991.71376863634,223.461502075195,10 03 2018 20:50,11.9,0.0,14,922.9,7.1,10.9
10 03 2018 21:00,1672.15502929687,8.78274154663085,2004.98613825653,223.68049621582,10 03 2018 21:00,12.0,0.0,18,922.9,5.5,11.1
10 03 2018 21:10,1524.07800292968,8.47860145568847,1814.81454574255,225.385803222656,10 03 2018 21:10,12.0,0.0,18,922.9,5.5,11.1
10 03 2018 21:20,1498.4990234375,8.33401584625244,1726.67830491737,226.953704833984,10 03 2018 21:20,12.0,0.0,18,922.9,5.5,11.1
10 03 2018 21:30,1437.57202148437,8.16119289398193,1623.6119149788,225.235900878906,10 03 2018 21:30,12.0,0.0,18,922.9,5.5,11.1
10 03 2018 21:40,1517.85205078125,8.37481975555419,1751.384909284,222.775894165039,10 03 2018 21:40,12.0,0.0,18,922.9,5.5,11.1
10 03 2018 21:50,1636.5849609375,8.57763195037841,1876.07815691123,222.871704101562,10 03 2018 21:50,12.0,0.0,18,922.9,5.5,11.1
10 03 2018 22:00,1616.27600097656,8.68223762512207,1941.50345082325,221.321105957031,10 03 2018 22:00,11.6,0.1,56,923.2,6.3,10.6
10 03 2018 22:10,1749.52294921875,9.05829811096191,2181.63932922444,220.529907226562,10 03 2018 22:10,11.6,0.1,56,923.2,6.3,10.6
10 03 2018 22:20,1931.30603027343,9.40336036682128,2406.57610788606,221.307098388671,10 03 2018 22:20,11.6,0.1,56,923.2,6.3,10.6
10 03 2018 22:30,1961.7099609375,9.46914672851562,2449.73271450909,220.618392944335,10 03 2018 22:30,11.6,0.1,56,923.2,6.3,10.6
10 03 2018 22:40,2238.5,9.98884487152099,2785.14652584758,222.884506225585,10 03 2018 22:40,11.6,0.1,56,923.2,6.3,10.6
10 03 2018 22:50,2337.8291015625,10.1153697967529,2861.77449477343,222.364807128906,10 03 2018 22:50,11.6,0.1,56,923.2,6.3,10.6
10 03 2018 23:00,2505.8330078125,10.6204500198364,3121.30222183502,219.759292602539,10 03 2018 23:00,12.1,0.3,100,924.0,4.7,11.3
10 03 2018 23:10,2613.833984375,10.7636098861694,3182.43490066655,220.550201416015,10 03 2018 23:10,12.1,0.3,100,924.0,4.7,11.3
10 03 2018 23:20,2892.4189453125,10.9893999099731,3268.68659435769,220.492904663085,10 03 2018 23:20,12.1,0.3,100,924.0,4.7,11.3
10 03 2018 23:30,2895.56689453125,11.0686101913452,3296.13198508022,218.969802856445,10 03 2018 23:30,12.1,0.3,100,924.0,4.7,11.3
10 03 2018 23:40,2461.35791015625,10.1915798187255,2905.58223424661,221.132598876953,10 03 2018 23:40,12.1,0.3,100,924.0,4.7,11.3
10 03 2018 23:50,2778.69506835937,10.7023601531982,3156.91064925469,219.889297485351,10 03 2018 23:50,12.1,0.3,100,924.0,4.7,11.3
11 03 2018 00:00,3072.59204101562,11.2058897018432,3340.39275571828,219.404495239257,11 03 2018 00:00,8.7,0.0,58,926.0,12.8,8.1
11 03 2018 00:10,2738.9580078125,10.6010799407958,3112.63060919373,218.766204833984,11 03 2018 00:10,8.7,0.0,58,926.0,12.8,8.1
11 03 2018 00:20,2472.51611328125,10.073989868164,2837.25536752981,217.539306640625,11 03 2018 00:20,8.7,0.0,58,926.0,12.8,8.1
11 03 2018 00:30,2575.29809570312,10.3128595352172,2971.78016617475,218.417205810546,11 03 2018 00:30,8.7,0.0,58,926.0,12.8,8.1
11 03 2018 00:40,2655.80297851562,10.5483903884887,3088.54888156344,218.446792602539,11 03 2018 00:40,8.7,0.0,58,926.0,12.8,8.1
11 03 2018 00:50,2778.09399414062,10.7244501113891,3166.2236533957,218.600692749023,11 03 2018 00:50,8.7,0.0,58,926.0,12.8,8.1
11 03 2018 01:00,2940.1220703125,11.1250400543212,3314.82601943071,219.282897949218,11 03 2018 01:00,8.3,0.0,51,925.9,11.4,7.9
11 03 2018 01:10,3056.751953125,11.4214897155761,3401.80853144604,218.420196533203,11 03 2018 01:10,8.3,0.0,51,925.9,11.4,7.9
11 03 2018 01:20,3268.99096679687,11.9817600250244,3519.08515828218,216.842407226562,11 03 2018 01:20,8.3,0.0,51,925.9,11.4,7.9
